Symbol,Name,LastPrice,MarketCap,ADR TSO,IPOyear,Sector,Industry
RAVE,"Rave Restaurant Group, Inc.",1.25,18809092.5,n/a,n/a,Consumer Non-Durables,Food Distributors
RAVN,"Raven Industries, Inc.",40.3,1446200480,n/a,n/a,Capital Goods,Specialty Chemicals
RBB,RBB Bancorp,31.24,511798016,n/a,2017,Finance,Major Banks
ROLL,RBC Bearings Incorporated,132.12,3224568680,n/a,2005,Capital Goods,Metal Fabrications
RICK,"RCI Hospitality Holdings, Inc.",32.12,312164997.3,n/a,1995,Consumer Services,Restaurants
RCMT,"RCM Technologies, Inc.",5.12,62667560.96,n/a,n/a,Technology,Professional Services
RDI,Reading International Inc,16,367632448,n/a,n/a,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc,26.0716,586157484.5,n/a,n/a,Consumer Services,Movies/Entertainment
RGSE,"Real Goods Solar, Inc.",1.24,13168932.68,n/a,n/a,Basic Industries,Engineering & Construction
BLCN,Reality Shares Nasdaq NextGen Economy ETF,23.71,129812273.7,n/a,n/a,n/a,n/a
RNWK,"RealNetworks, Inc.",3.55,133364216.8,n/a,1997,Technology,EDP Services
RP,"RealPage, Inc.",56.8,4843441762,n/a,2010,Technology,Computer Software: Prepackaged Software
RETA,"Reata Pharmaceuticals, Inc.",36.92,0,n/a,2016,Health Care,Major Pharmaceuticals
RCON,"Recon Technology, Ltd.",1.28,23398846.72,n/a,2009,Energy,Oilfield Services/Equipment
REPH,"Recro Pharma, Inc.",5.3,108690364.8,n/a,2014,Health Care,Major Pharmaceuticals
RRGB,"Red Robin Gourmet Burgers, Inc.",50.5,655729673,n/a,2002,Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",34.46,4009364796,n/a,2016,Consumer Services,Hotels/Resorts
RDVT,"Red Violet, Inc.",7.88,80900910.44,n/a,n/a,Technology,Computer Software: Prepackaged Software
RDFN,Redfin Corporation,22.87,1896708013,n/a,2017,Finance,Real Estate
RDHL,Redhill Biopharma Ltd.,7,103954053,14850579,n/a,Health Care,Major Pharmaceuticals
REGN,"Regeneron Pharmaceuticals, Inc.",308.72,33298902872,n/a,1991,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,56.75,1812368738,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLS,Regulus Therapeutics Inc.,0.74,77196468.48,n/a,2012,Health Care,Major Pharmaceuticals
REIS,"Reis, Inc",21.25,245855955,n/a,n/a,Miscellaneous,Business Services
RBNC,"Reliant Bancorp, Inc.",26.87,308493529.6,n/a,n/a,Finance,Major Banks
RELV,"Reliv&#39; International, Inc.",4.98,9188896.8,n/a,n/a,Health Care,Major Pharmaceuticals
MARK,"Remark Holdings, Inc.",4.8,157648315.2,n/a,n/a,Consumer Services,Telecommunications Equipment
RNST,Renasant Corporation,48.84,2413150407,n/a,n/a,Finance,Major Banks
REGI,"Renewable Energy Group, Inc.",17.95,669820925.6,n/a,2012,Basic Industries,Major Chemicals
ABAC,"Renmin Tianli Group, Inc.",2.37,23661475.65,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
RCII,Rent-A-Center Inc.,9.92,529872097.9,n/a,1995,Technology,Diversified Commercial Services
RGEN,Repligen Corporation,44.08,1926027685,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RBCAA,"Republic Bancorp, Inc.",46.9,979637679.3,n/a,1998,Finance,Major Banks
FRBK,"Republic First Bancorp, Inc.",8.65,508165684.7,n/a,n/a,Finance,Major Banks
REFR,Research Frontiers Incorporated,0.94,23906774.66,n/a,n/a,Miscellaneous,Multi-Sector Companies
RSLS,ReShape Lifesciences Inc.,3.42,513513,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RESN,Resonant Inc.,5.03,134050335,n/a,2014,Technology,Semiconductors
RECN,"Resources Connection, Inc.",17.5,551520620,n/a,2000,Miscellaneous,Business Services
HAIR,"Restoration Robotics, Inc.",3.05,88856531.45,n/a,2017,Health Care,Medical/Dental Instruments
TORC,"resTORbio, Inc.",9.67,271207866.1,n/a,2018,Health Care,Major Pharmaceuticals
ROIC,Retail Opportunity Investments Corp.,18.39,2072929241,n/a,n/a,Consumer Services,Real Estate Investment Trusts
RETO,"ReTo Eco-Solutions, Inc.",4.86,110613600,n/a,2017,Capital Goods,Industrial Machinery/Components
RTRX,"Retrophin, Inc.",27.82,1111240967,n/a,n/a,Health Care,Major Pharmaceuticals
RVNC,"Revance Therapeutics, Inc.",29.95,1101677685,n/a,2014,Health Care,Major Pharmaceuticals
RVEN,"Reven Housing REIT, Inc.",4.11,44262768.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts
RVLT,"Revolution Lighting Technologies, Inc.",4.12,92138579.96,n/a,n/a,Consumer Durables,Building Products
RWLK,ReWalk Robotics Ltd,1.05,36365579.25,n/a,2014,Health Care,Industrial Specialties
RFIL,"RF Industries, Ltd.",6,53845782,n/a,n/a,Capital Goods,Electrical Products
RGCO,RGC Resources Inc.,27.73,221196192.6,n/a,n/a,Public Utilities,Oil & Gas Production
RYTM,"Rhythm Pharmaceuticals, Inc.",33.56,923912975,n/a,2017,Health Care,Major Pharmaceuticals
RBBN,Ribbon Communications Inc. ,6.16,641177232.1,n/a,n/a,Technology,EDP Services
RIBT,RiceBran Technologies,1.66,34509970.74,n/a,n/a,Consumer Non-Durables,Packaged Foods
RIBTW,RiceBran Technologies,0.0935,0,n/a,n/a,Consumer Non-Durables,Packaged Foods
RELL,"Richardson Electronics, Ltd.",9.5,122863623.5,n/a,1983,Consumer Non-Durables,Electronic Components
RIGL,"Rigel Pharmaceuticals, Inc.",3.52,575802645.4,n/a,2000,Health Care,Major Pharmaceuticals
RNET,"RigNet, Inc.",12.9,249789240.3,n/a,2010,Consumer Services,Telecommunications Equipment
RMNI,"Rimini Street, Inc.",5.34,317702990.3,n/a,2015,Miscellaneous,Business Services
RIOT,"Riot Blockchain, Inc",7.65,103084759.8,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
REDU,RISE Education Cayman Ltd,14.6,184690000,12650000,2017,Consumer Services,Other Consumer Services
RTTR,"Ritter Pharmaceuticals, Inc.",3,15058917,n/a,2015,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,8.72,196811960.9,n/a,n/a,Finance,Savings Institutions
RLJE,"RLJ Entertainment, Inc.",4.63,70090097.5,n/a,n/a,Consumer Services,Movies/Entertainment
RMGN,RMG Networks Holding Corporation,1.2,13387508.4,n/a,n/a,Miscellaneous,Business Services
RCKT,"Rocket Pharmaceuticals, Inc.",21.49,848433946.4,n/a,2015,Health Care,Major Pharmaceuticals
RMTI,"Rockwell Medical, Inc.",5.35,276961068.4,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",28.3,209612468.3,n/a,1993,Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.89,64310198.04,n/a,n/a,Consumer Non-Durables,Specialty Foods
ROKU,"Roku, Inc.",39.57,4019784017,n/a,2017,Consumer Services,Television Services
ROSE,Rosehill Resources Inc.,7.33,265607681,n/a,2016,Energy,Oil & Gas Production
ROSEU,Rosehill Resources Inc.,9.1382,0,n/a,2016,Energy,Oil & Gas Production
ROSEW,Rosehill Resources Inc.,1,0,n/a,2016,Energy,Oil & Gas Production
ROST,"Ross Stores, Inc.",85.09,32217849210,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores
RGLD,"Royal Gold, Inc.",91.03,5958270065,n/a,n/a,Basic Industries,Precious Metals
RPXC,RPX Corporation,10.49,523806694.9,n/a,2011,Miscellaneous,Multi-Sector Companies
RTIX,"RTI Surgical, Inc.",4.7,298107656.7,n/a,2000,Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",7.85,21516135.65,n/a,2007,Technology,Semiconductors
RMBL,"RumbleOn, Inc.",4.72,61471113.52,n/a,n/a,Technology,EDP Services
RUSHA,"Rush Enterprises, Inc.",44.81,1753726281,n/a,n/a,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",43.36,1696977718,n/a,n/a,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",27.4,847739779.2,n/a,2005,Consumer Services,Restaurants
RXII,RXi Pharmaceuticals Corporation,2.39,10170802.74,n/a,n/a,Health Care,Major Pharmaceuticals
RXIIW,RXi Pharmaceuticals Corporation,0.405,0,n/a,n/a,Health Care,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,117.91,11888367366,100825777,1997,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",46.14,1614931421,n/a,n/a,Finance,Major Banks
SANW,S&W Seed Company,3.4,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
SCAC,Saban Capital Acquisition Corp.,10.02,313059669.6,n/a,2016,Finance,Business Services
SCACU,Saban Capital Acquisition Corp.,10.5,0,n/a,2016,Finance,Business Services
SCACW,Saban Capital Acquisition Corp.,1.05,0,n/a,2016,Finance,Business Services
SBRA,"Sabra Health Care REIT, Inc.",20.84,3715404591,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,25.33,6984507802,n/a,2014,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",1.47,21962029.32,n/a,n/a,Energy,Oil & Gas Production
SAFT,"Safety Insurance Group, Inc.",87.45,1336838618,n/a,2002,Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",150.02,6978309017,n/a,2014,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",82.75,2125054341,n/a,n/a,Transportation,Trucking Freight/Courier Services
SALM,"Salem Media Group, Inc.",4.05,106015319.1,n/a,1999,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",43.1,120100994.6,n/a,n/a,Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",101.53,2318580403,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish
SASR,"Sandy Spring Bancorp, Inc.",43.4,1540904284,n/a,n/a,Finance,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",16.45,1669586269,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,30.3,2078651932,n/a,1993,Technology,Electrical Products
GCVRZ,Sanofi,0.51,0,n/a,n/a,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,9.79,487336948.5,n/a,1992,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",96.23,6306052557,n/a,n/a,Health Care,Major Pharmaceuticals
SVRA,"Savara, Inc.",9.42,288316677.7,n/a,n/a,Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",19.54,126734017,n/a,n/a,Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",19,0,n/a,n/a,Finance,Major Banks
SBBX,SB One Bancorp,30.15,239080635.9,n/a,n/a,Finance,Major Banks
SBAC,SBA Communications Corporation,157.56,18148700173,n/a,1999,Consumer Services,Real Estate Investment Trusts
SCSC,"ScanSource, Inc.",40.65,1039508385,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",2.5,9986362.5,n/a,n/a,Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",32.5,880956212.5,n/a,1993,Consumer Durables,Industrial Specialties
SRRK,Scholar Rock Holding Corporation,19.3,471702344.8,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCHL,Scholastic Corporation,44.99,1562702186,n/a,1992,Consumer Services,Books
SGMS,Scientific Games Corp,58.6,5317265200,n/a,n/a,Technology,EDP Services
SCPH,scPharmaceuticals Inc.,7.76,143888511.8,n/a,2017,Health Care,Major Pharmaceuticals
SCYX,"SCYNEXIS, Inc.",1.8,84318193.8,n/a,2014,Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",3.13,111500675.5,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,31.9,1498762964,n/a,n/a,Finance,Major Banks
STX,Seagate Technology PLC,55.23,15854443428,n/a,2002,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,0.8605,32904957.23,n/a,n/a,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,0.0879,0,n/a,n/a,Transportation,Marine Transportation
SHLD,Sears Holdings Corporation,2.28,246951182.2,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,0.0689,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.2,49944690.4,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,13.22,192170071.1,n/a,n/a,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",65.59,10377940233,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",1.79,119272128.5,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,"Second Sight Medical Products, Inc.",0.71,0,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Secoo Holding Limited,10.04,85340000,8500000,2017,Consumer Services,Other Specialty Stores
SCWX,SecureWorks Corp.,11.51,940419197.9,n/a,2016,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,5.4,89956942.2,n/a,n/a,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,66.5,10512606150,n/a,1981,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",13.28,186112387.4,n/a,n/a,Finance,Major Banks
SIR,Select Income REIT,21.4,1915080736,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SELB,"Selecta Biosciences, Inc.",12.6,281607984,n/a,2016,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",58.8,3454353294,n/a,n/a,Finance,Property-Casualty Insurers
SLS,"SELLAS Life Sciences Group, Inc. ",5.2986,35263004.28,n/a,n/a,Health Care,Major Pharmaceuticals
LEDS,SemiLEDS Corporation,3.81,13526604.9,n/a,2010,Technology,Semiconductors
SMTC,Semtech Corporation,50.1,3315857528,n/a,n/a,Technology,Semiconductors
SENEA,Seneca Foods Corp.,27.05,263436974.5,n/a,n/a,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,29.9253,291439204.9,n/a,n/a,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",1.66,27452598.6,n/a,2016,Basic Industries,Agricultural Chemicals
SNH,Senior Housing Properties Trust,17.56,4172761394,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,25.03,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,26.05,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
AIHS,Senmiao Technology Limited,6.55,167025000,n/a,2018,Finance,Finance: Consumer Services
SNMX,"Senomyx, Inc.",1.265,61104910.41,n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRTS,"Sensus Healthcare, Inc.",6.49,88056332.98,n/a,2016,Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",1.5,0,n/a,2016,Health Care,Medical/Dental Instruments
STNL,Sentinel Energy Services Inc.,9.71,98489112.6,n/a,2017,Finance,Business Services
STNLU,Sentinel Energy Services Inc.,10.02,0,n/a,2017,Finance,Business Services
STNLW,Sentinel Energy Services Inc.,1.05,0,n/a,2017,Finance,Business Services
SQBG,"Sequential Brands Group, Inc.",2.105,133824888.7,n/a,n/a,Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",8.46,343921571.3,n/a,2015,Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",4.19,381160604.4,n/a,2011,Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",44.39,2359202832,n/a,2014,Finance,Major Banks
SESN,"Sesen Bio, Inc.",2.52,186342982.6,n/a,2014,Health Care,Major Pharmaceuticals
SSC,"Seven Stars Cloud Group, Inc.",2.1525,156567589.3,n/a,n/a,Consumer Services,Television Services
SVBI,Severn Bancorp Inc,8,101509008,n/a,n/a,Finance,Major Banks
SGBX,"SG Blocks, Inc.",5.006,21325765.25,n/a,2017,Consumer Services,RETAIL: Building Materials
SGOC,"SGOCO Group, Ltd",1.23,23929625.4,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment
SEII,Sharing Economy International Inc.,3.5,17095137.5,n/a,n/a,Technology,Industrial Machinery/Components
SMED,Sharps Compliance Corp.,3.63,58377736.23,n/a,n/a,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",8.01,67658387.4,n/a,n/a,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co,32.6,1614976942,n/a,n/a,Public Utilities,Telecommunications Equipment
PIXY,"ShiftPixy, Inc.",2.55,73441723.8,n/a,2017,Technology,Diversified Commercial Services
SHLO,"Shiloh Industries, Inc.",9.73,227138686.5,n/a,1993,Capital Goods,Industrial Specialties
TYHT,"Shineco, Inc.",1.73,36734944.56,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling
SHPG,Shire plc,161.78,11335373901,70066596,n/a,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",33.94,545706360.3,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,19.13,243853591.7,n/a,n/a,Finance,Major Banks
SSTI,"ShotSpotter, Inc.",36.37,386440851.7,n/a,2017,Technology,Computer Software: Prepackaged Software
SFLY,"Shutterfly, Inc.",96.16,3188713295,n/a,2006,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",14.9,182491236.6,n/a,n/a,Finance,Savings Institutions
SIEB,Siebert Financial Corp.,7.61,206666200.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service
SNNA,"Sienna Biopharmaceuticals, Inc.",15.25,316169084.8,n/a,2017,Health Care,Major Pharmaceuticals
SIEN,"Sientra, Inc.",20.19,569033163.1,n/a,2014,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,29.63,452008613,n/a,n/a,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",3.06,227393131.9,n/a,2015,Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",16.5,593672194.5,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,1.98,49987347.3,25246135,n/a,Technology,"Computer Software: Programming, Data Processing"
SIGA,SIGA Technologies Inc.,7.17,566803105.3,n/a,n/a,Health Care,Major Pharmaceuticals
SIGM,"Sigma Designs, Inc.",6.2,245367046,n/a,1986,Technology,Semiconductors
SGLB,"Sigma Labs, Inc.",1.35,6991554.15,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",0.385,0,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",7.18,30265552.44,n/a,1994,Technology,Electrical Products
SBNY,Signature Bank,131.9,7300562778,n/a,2004,Finance,Major Banks
SBNYW,Signature Bank,99,0,n/a,n/a,Finance,Major Banks
SLGN,Silgan Holdings Inc.,27.5,3041485260,n/a,1997,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,39.4,297451521.4,n/a,n/a,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",108,4668955452,n/a,2000,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,48.63,1736719251,35712919,2005,Technology,Semiconductors
SAMG,Silvercrest Asset Management Group Inc.,16.5,217823743.5,n/a,2013,Finance,Investment Managers
SSNT,"SilverSun Technologies, Inc.",4.15,18682283.25,n/a,n/a,Miscellaneous,Business Services
SFNC,Simmons First National Corporation,32.8,3025573778,n/a,n/a,Finance,Major Banks
SLP,"Simulations Plus, Inc.",19.75,342188776.5,n/a,n/a,Technology,EDP Services
SINA,Sina Corporation,93.21,6661762322,n/a,n/a,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",29.1,2974927745,n/a,1995,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",1.2815,15936138.1,n/a,n/a,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",8.43,482886088.2,n/a,n/a,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,7.18,32157382660,n/a,n/a,Consumer Services,Broadcasting
SITO,"SITO Mobile, Ltd.",3.79,95204345.2,n/a,n/a,Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",1.18,16920342.14,14339273,2014,Public Utilities,Electric Utilities: Central
SKYW,"SkyWest, Inc.",56.05,2917165409,n/a,1986,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",102.49,18660831596,n/a,n/a,Technology,Semiconductors
SNBR,Sleep Number Corporation,29.7,1097207100,n/a,n/a,Consumer Durables,Home Furnishings
SLM,SLM Corporation,11.93,5192188892,n/a,n/a,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,70.91,283640000,n/a,n/a,Finance,Finance: Consumer Services
SGH,"SMART Global Holdings, Inc.",45.5,1005829143,n/a,2017,Technology,Semiconductors
SND,"Smart Sand, Inc.",5.92,244965053.4,n/a,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK,"SmartFinancial, Inc.",25,317387775,n/a,n/a,Finance,Major Banks
SMSI,"Smith Micro Software, Inc.",2.45,52447559.15,n/a,1995,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,3.08,52924496.24,n/a,2000,Technology,Electrical Products
SRAX,"Social Reality, Inc.",4.0899,41769077.15,n/a,n/a,Technology,Advertising
SCKT,"Socket Mobile, Inc.",2.41,14168341.8,n/a,n/a,Technology,Computer Manufacturing
SODA,SodaStream International Ltd.,89.55,2025623418,n/a,2010,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Limited ,39.99,1555646511,38900888,n/a,Technology,EDP Services
SLRC,Solar Capital Ltd.,21.38,903536459.9,n/a,2010,n/a,n/a
SUNS,Solar Senior Capital Ltd.,16.66,267234480.1,n/a,n/a,n/a,n/a
SEDG,"SolarEdge Technologies, Inc.",53.45,2405825015,n/a,2015,Technology,Semiconductors
SLNO,"Soleno Therapeutics, Inc.",2.015,39833275.63,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLNOW,"Soleno Therapeutics, Inc.",0.18,0,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLGL,Sol-Gel Technologies Ltd.,8.64,163727723.5,n/a,2018,Health Care,Major Pharmaceuticals
SLDB,Solid Biosciences Inc.,23.7,840448428.3,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNGX,"Soligenix, Inc.",1.55,13563741.55,n/a,n/a,Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",0.517,0,n/a,n/a,Health Care,Major Pharmaceuticals
SONC,Sonic Corp.,30.98,1151058585,n/a,1991,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",2.2202,10421405.66,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
SNOA,"Sonoma Pharmaceuticals, Inc.",3.855,23792042.28,n/a,n/a,Health Care,Major Pharmaceuticals
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.35,0,n/a,n/a,Health Care,Major Pharmaceuticals
SPHS,"Sophiris Bio, Inc.",3.75,112916823.8,n/a,2013,Health Care,Major Pharmaceuticals
SORL,"SORL Auto Parts, Inc.",4.84,93435817.64,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",7.25,672979256.3,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,6.82,96305772.42,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,25.4873,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,25.07,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SOHOK,Sotherly Hotels LP,25.6868,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SFBC,"Sound Financial Bancorp, Inc.",38.8,97931316.4,n/a,n/a,Finance,Savings Institutions
SSB,South State Corporation,92.4,3399190502,n/a,n/a,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",47.8,352846024.8,n/a,n/a,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",37.28,335243531.5,n/a,n/a,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",17.3,415744136.9,n/a,n/a,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",35.37,1239808587,n/a,n/a,Finance,Major Banks
SP,SP Plus Corporation,38.05,861330582.5,n/a,n/a,Consumer Services,Rental/Leasing Companies
SGRP,"SPAR Group, Inc.",1.3,26842015.2,n/a,n/a,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",9.8,339339455,n/a,2014,Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",23.052,0,n/a,n/a,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",77.84,2910153250,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",16.25,573522885,n/a,n/a,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,25.27,907742799.4,n/a,n/a,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,23.957,164704375,n/a,n/a,n/a,n/a
SPPI,"Spectrum Pharmaceuticals, Inc.",20.35,2117521326,n/a,n/a,Health Care,Major Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",11.49,165200382,n/a,2017,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,0.5011,7210650.608,n/a,n/a,Technology,EDP Services
SPEX,Spherix Incorporated,1.05,8942976,n/a,n/a,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",0.349,25304844.23,n/a,n/a,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",37.18,2537559725,n/a,n/a,Transportation,Air Freight/Delivery Services
STXB,"Spirit of Texas Bancshares, Inc.",21.1,206497492.1,n/a,2018,Finance,Major Banks
SPLK,Splunk Inc.,114.65,16622629996,n/a,2012,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",15.1,302185261.9,n/a,n/a,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.31,227447855,n/a,2014,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",13.58,178829425,n/a,2016,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",8.07,200745123.6,n/a,n/a,Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",21.18,2792512725,n/a,2013,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",76.01,1319728566,n/a,2010,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",51.51,12264071994,n/a,2010,Technology,Computer Software: Prepackaged Software
SSLJ,SSLJ.com Limited,3.65,160600000,n/a,2018,Finance,Diversified Commercial Services
