Symbol,Name,LastPrice,MarketCap,IPOyear,Sector,Industry
PFMT,Performant Financial Corporation,1.26,112810592.3,2012,Consumer Services,Other Consumer Services
PERI,Perion Network Ltd,4.7,97713086.94,n/a,Technology,EDP Services
PESI,"Perma-Fix Environmental Services, Inc.",9.6,55283975.6,n/a,Basic Industries,Environmental Services
PPIH,"Perma-Pipe International Holdings, Inc.",2.35,74078803.2,n/a,Capital Goods,Pollution Control Equipment
PTX,"Pernix Therapeutics Holdings, Inc.",27.87,27902870.7,n/a,Health Care,Major Pharmaceuticals
PERY,Perry Ellis International Inc.,1.89,442231071.1,1993,Consumer Non-Durables,Apparel
PGLC,Pershing Gold Corporation,20.57,63417417.21,n/a,Basic Industries,Precious Metals
PETQ,"PetIQ, Inc.",38.92,504655411.5,2017,Health Care,Other Pharmaceuticals
PETS,"PetMed Express, Inc.",11,801775546.6,n/a,Health Care,Medical/Nursing Services
PFSW,"PFSweb, Inc.",21,210621059,1999,Miscellaneous,Business Services
PGTI,"PGT Innovations, Inc.",11.85,1049509524,2006,Capital Goods,Building Products
PHII,"PHI, Inc.",11.49,187355088.6,n/a,Transportation,Transportation Services
PHIIK,"PHI, Inc.",46.75,181663288.4,n/a,Transportation,Transportation Services
PAHC,Phibro Animal Health Corporation,8.65,1885207682,2014,Health Care,Major Pharmaceuticals
PLAB,"Photronics, Inc.",11,604452277.4,1987,Technology,Semiconductors
PICO,PICO Holdings Inc.,14.99,247721683,n/a,Finance,Real Estate
PLLL,Piedmont Lithium Limited,5.72,6261832.66,n/a,n/a,n/a
PIRS,"Pieris Pharmaceuticals, Inc.",19.95,308732332.5,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PPC,Pilgrim&#39;s Pride Corporation,3,4967164147,n/a,Consumer Non-Durables,Meat/Poultry/Fish
PME,Pingtan Marine Enterprise Ltd.,33.82,237165159,n/a,n/a,n/a
PNK,"Pinnacle Entertainment, Inc.",65.7,1978289672,n/a,Consumer Services,Hotels/Resorts
PNFP,"Pinnacle Financial Partners, Inc.",5.2,5115949938,n/a,Finance,Major Banks
PPSI,"Pioneer Power Solutions, Inc.",4.21,45375434,n/a,Consumer Durables,Electrical Products
PXLW,"Pixelworks, Inc.",9.73,149802325,2000,Technology,Semiconductors
EAGL,Platinum Eagle Acquisition Corp.,10.21,93400936.02,2018,Finance,Business Services
EAGLU,Platinum Eagle Acquisition Corp.,1.47,0,2018,Finance,Business Services
EAGLW,Platinum Eagle Acquisition Corp.,11.15,0,2018,Finance,Business Services
PLYA,Playa Hotels & Resorts N.V.,61.27,1453362315,n/a,Consumer Services,Hotels/Resorts
PLXS,Plexus Corp.,1.85,2020543863,n/a,Technology,Electrical Products
PLUG,"Plug Power, Inc.",28.25,396407956.4,1999,Energy,Industrial Machinery/Components
PLBC,Plumas Bancorp,25.33,144274897,n/a,Finance,Finance Companies
PS,"Pluralsight, Inc.",1.43,3342940833,2018,Technology,"Computer Software: Programming, Data Processing"
PSTI,"Pluristem Therapeutics, Inc.",4.3,158542594.2,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLXP,PLx Pharma Inc.,19.2,37539043,2014,Health Care,Major Pharmaceuticals
PBSK,"Poage Bankshares, Inc.",13.35,67147065.6,2011,Finance,Savings Institutions
PNTR,Pointer Telocation Ltd.,14.51,107714528.4,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
PCOM,"Points International, Ltd.",6.22,209350091.4,n/a,Miscellaneous,Business Services
POLA,"Polar Power, Inc.",29.92,63090442.76,2016,Miscellaneous,Industrial Machinery/Components
COOL,"PolarityTE, Inc.",148.58,562753341.9,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
POOL,Pool Corporation,73,6013180734,1995,Consumer Durables,Industrial Specialties
POPE,Pope Resources,47.03,318253647,n/a,Consumer Non-Durables,Environmental Services
BPOP,"Popular, Inc.",23.0101,4810502068,n/a,Finance,Major Banks
BPOPM,"Popular, Inc.",24.9374,0,n/a,Finance,Major Banks
BPOPN,"Popular, Inc.",14,299248800,n/a,Finance,Major Banks
PBIB,"Porter Bancorp, Inc.",42.39,103738096,2006,Finance,Major Banks
PTLA,"Portola Pharmaceuticals, Inc.",12.65,2790329846,2013,Health Care,Major Pharmaceuticals
PBPB,Potbelly Corporation,51.65,321894796.9,2013,Consumer Services,Restaurants
PCH,PotlatchDeltic Corporation,36.55,3241297351,n/a,Consumer Services,Real Estate Investment Trusts
POWL,"Powell Industries, Inc.",76.55,419043483.9,n/a,Consumer Durables,Electrical Products
POWI,"Power Integrations, Inc.",40.35,2264433282,1997,Technology,Semiconductors
PRAA,"PRA Group, Inc.",85.93,1826854199,2002,Finance,Finance: Consumer Services
PRAH,"PRA Health Sciences, Inc.",2.09,5506069671,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAN,Prana Biotechnology Ltd,0.4711,13501728.13,n/a,Health Care,Major Pharmaceuticals
PRPO,"Precipio, Inc.",1.27,9265864.269,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AIPT,Precision Therapeutics Inc.,67.53,14991172.71,n/a,Health Care,Industrial Specialties
PFBC,Preferred Bank,77.17,1034432576,n/a,n/a,n/a
PLPC,Preformed Line Products Company,23.56,389612654.9,n/a,Basic Industries,Water Supply
PFBI,"Premier Financial Bancorp, Inc.",34.17,251703919.7,1996,Finance,Major Banks
PINC,"Premier, Inc.",2.44,1797194317,2013,Consumer Services,Other Consumer Services
LENS,Presbia PLC,13.74,41874916.44,2015,Health Care,Medical/Dental Instruments
PSDO,"Presidio, Inc.",9.55,1273002811,2017,Technology,Retail: Computer Software & Peripheral Equipment
PRGX,"PRGX Global, Inc.",86.85,221170044.9,1996,Consumer Services,Diversified Commercial Services
PSMT,"PriceSmart, Inc.",68,2641850546,n/a,Consumer Services,Department/Specialty Retail Stores
PNRG,PrimeEnergy Corporation,17.36,142599672,n/a,Energy,Oil & Gas Production
PRMW,Primo Water Corporation,27.44,541842542.1,2010,Consumer Non-Durables,Food Distributors
PRIM,Primoris Services Corporation,26.57,1413998896,n/a,Basic Industries,Water Supply
PVAL,Principal Contrarian Value Index ETF,56.64,5314026.57,n/a,n/a,n/a
PFG,Principal Financial Group Inc,34.96,16220916067,2001,Finance,Accident &Health Insurance
BTEC,Principal Healthcare Innovators Index ETF,101.6811,59432034.96,n/a,n/a,n/a
PXUS,Principal International Multi-Factor Index ETF,37.82,15252266.68,n/a,n/a,n/a
GENY,Principal Millennials Index ETF,33.71,18910037.82,n/a,n/a,n/a
PSET,Principal Price Setters Index ETF,33.43,18540533.71,n/a,n/a,n/a
PY,Principal Shareholder Yield Index ETF,28.68,13372033.43,n/a,n/a,n/a
PMOM,Principal Sustainable Momentum Index ETF,26.3702,5736028.68,n/a,n/a,n/a
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,33.92,1708788986,n/a,n/a,n/a
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,6.3,386688033.9,n/a,n/a,n/a
PDEX,"Pro-Dex, Inc.",3.61,27426426.3,n/a,Health Care,Medical/Dental Instruments
IPDN,"Professional Diversity Network, Inc.",4.57,15685067.34,2013,Technology,"Computer Software: Programming, Data Processing"
PFIE,"Profire Energy, Inc.",8.79,217311666.6,n/a,Energy,Metal Fabrications
PGNX,Progenics Pharmaceuticals Inc.,38.61,647987232.4,1997,Health Care,Major Pharmaceuticals
PRGS,Progress Software Corporation,121.07,1755296971,1991,Technology,Computer Software: Prepackaged Software
PFPT,"Proofpoint, Inc.",2.9,6156364946,2012,Technology,EDP Services
PRPH,"ProPhase Labs, Inc.",6.8,32276686.8,n/a,Health Care,Major Pharmaceuticals
PRQR,ProQR Therapeutics N.V.,50.89,217068682,2014,Health Care,Major Pharmaceuticals
EQRR,ProShares Equities for Rising Rates ETF,57.14,15267050.89,n/a,n/a,n/a
BIB,ProShares Ultra Nasdaq Biotechnology,33.23,368553000,n/a,n/a,n/a
UBIO,Proshares UltraPro Nasdaq Biotechnology,60.18,38211675.45,n/a,n/a,n/a
TQQQ,ProShares UltraPro QQQ,18.38,3619827000,n/a,n/a,n/a
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,13.82,3675393.46,n/a,n/a,n/a
SQQQ,ProShares UltraPro Short QQQ,19.67,576090749.3,n/a,n/a,n/a
BIS,ProShares UltraShort Nasdaq Biotechnology,6.87,31176910.66,n/a,n/a,n/a
PSEC,Prospect Capital Corporation,7.13,2495634425,2004,n/a,n/a
PTGX,"Protagonist Therapeutics, Inc.",2.25,151183750,2016,Health Care,Major Pharmaceuticals
PRTO,"Proteon Therapeutics, Inc.",3.03,39768140.25,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTI,"Proteostasis Therapeutics, Inc.",13.74,109325527,2016,Health Care,Major Pharmaceuticals
PRTA,Prothena Corporation plc,24.5,547158896.6,n/a,Health Care,Major Pharmaceuticals
PVBC,"Provident Bancorp, Inc.",18.46,235898152,2015,Finance,Savings Institutions
PROV,"Provident Financial Holdings, Inc.",17.49,137726441.8,n/a,Finance,Savings Institutions
PBIP,"Prudential Bancorp, Inc.",20.16,157279437.2,n/a,Finance,Banks
PMD,Psychemedics Corporation,86.46,110719788.5,n/a,Health Care,Medical Specialities
PTC,PTC Inc.,36.38,9976282725,n/a,Technology,Computer Software: Prepackaged Software
PTCT,"PTC Therapeutics, Inc.",0.5119,1689693547,2013,Health Care,Major Pharmaceuticals
PULM,"Pulmatrix, Inc.",17.77,21462544.43,2014,Health Care,Major Pharmaceuticals
PLSE,"Pulse Biosciences, Inc",48.3,299898354.8,2016,Health Care,Medical/Dental Instruments
PBYI,Puma Biotechnology Inc,9.61,1826300811,n/a,Health Care,Major Pharmaceuticals
PACQ,Pure Acquisition Corp.,10.3,99463500,2018,Finance,Business Services
PACQU,Pure Acquisition Corp.,1.28,0,2018,Finance,Business Services
PACQW,Pure Acquisition Corp.,9.6,0,2018,Finance,Business Services
PCYO,Pure Cycle Corporation,7.81,228135340.8,n/a,Public Utilities,Water Supply
PRPL,"Purple Innovation, Inc.",0.58,419820091.1,2015,Consumer Durables,Home Furnishings
PRPLW,"Purple Innovation, Inc.",1.17,0,2015,Consumer Durables,Home Furnishings
PXS,Pyxis Tankers Inc.,53.9,24427134.81,n/a,Transportation,Marine Transportation
QADA,QAD Inc.,43,1046950528,n/a,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc.,49.05,835229549,n/a,Technology,Computer Software: Prepackaged Software
QCRH,"QCR Holdings, Inc.",36.49,684384840,n/a,Finance,Major Banks
QGEN,Qiagen N.V.,16.71,8295089250,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QIWI,QIWI plc,81.04,752346144,2013,Miscellaneous,Business Services
QRVO,"Qorvo, Inc.",60.64,10250795226,n/a,Technology,Semiconductors
QCOM,QUALCOMM Incorporated,17.47,89920482742,1991,Technology,Radio And Television Broadcasting And Communications Equipment
QSII,"Quality Systems, Inc.",9.1,1115459622,1982,Technology,EDP Services
QBAK,Qualstar Corporation,79.4,18637873.8,2000,Technology,Electronic Components
QLYS,"Qualys, Inc.",16.5,3094923628,2012,Technology,Computer Software: Prepackaged Software
QTNA,"Quantenna Communications, Inc.",17.09,598869859.5,2016,Technology,Semiconductors
QTRX,Quanterix Corporation,1.24,375298792.6,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments
QTRH,Quarterhill Inc.,2.02,147306377.8,n/a,Miscellaneous,Multi-Sector Companies
QRHC,Quest Resource Holding Corporation.,1.18,30910959.1,n/a,Technology,Diversified Commercial Services
QUIK,QuickLogic Corporation,63.17,111532355.1,1999,Technology,Semiconductors
QDEL,Quidel Corporation,13.32,2366125905,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QNST,"QuinStreet, Inc.",2.24,627824906.6,2010,Miscellaneous,Business Services
QUMU,Qumu Corporation,7.4,21342265.28,n/a,Technology,Computer Software: Prepackaged Software
QTNT,Quotient Limited,21.4,338594237.2,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QRTEA,"Qurate Retail, Inc.",21.2619,10049749444,n/a,Consumer Services,Catalog/Specialty Distribution
QRTEB,"Qurate Retail, Inc.",6.56,9984895687,n/a,Consumer Services,Catalog/Specialty Distribution
RRD,R.R. Donnelley & Sons Company,8.85,461168000,n/a,Miscellaneous,Publishing
RCM,R1 RCM Inc.,7.34,970463680.1,n/a,Consumer Services,Other Consumer Services
RARX,"Ra Pharmaceuticals, Inc.",2.74,237174080.3,2016,Health Care,Major Pharmaceuticals
RADA,RADA Electronic Industries Ltd.,21.25,90099184.36,n/a,Consumer Non-Durables,Electronic Components
RDCM,Radcom Ltd.,0.6927,287581711.3,1997,Technology,Computer peripheral equipment
RSYS,RadiSys Corporation,28.7,27313756.03,1995,Technology,Computer peripheral equipment
RDUS,"Radius Health, Inc.",12.85,1304659007,2014,Health Care,Major Pharmaceuticals
RDNT,"RadNet, Inc.",23.89,619879078.5,n/a,Health Care,Medical Specialities
RDWR,Radware Ltd.,8.4,1064202387,1999,Miscellaneous,Business Services
METC,"Ramaco Resources, Inc.",13.78,336692722.8,2017,Energy,Coal Mining
RMBS,"Rambus, Inc.",2.441,1481146290,1997,Technology,Semiconductors
RAND,Rand Capital Corporation,79.45,15431972.71,n/a,Consumer Non-Durables,Textiles
GOLD,Randgold Resources Limited,16.05,2951100731,n/a,Basic Industries,Precious Metals
RNDB,"Randolph Bancorp, Inc.",32.05,96577279.8,2016,Finance,Major Banks
RPD,"Rapid7, Inc.",1.25,1481732107,2015,Technology,Computer Software: Prepackaged Software
RAVE,"Rave Restaurant Group, Inc.",40.3,18809092.5,n/a,Consumer Non-Durables,Food Distributors
RAVN,"Raven Industries, Inc.",31.24,1446200480,n/a,Capital Goods,Specialty Chemicals
RBB,RBB Bancorp,132.12,511798016,2017,Finance,Major Banks
ROLL,RBC Bearings Incorporated,32.12,3224568680,2005,Capital Goods,Metal Fabrications
RICK,"RCI Hospitality Holdings, Inc.",5.12,312164997.3,1995,Consumer Services,Restaurants
RCMT,"RCM Technologies, Inc.",16,62667560.96,n/a,Technology,Professional Services
RDI,Reading International Inc,26.0716,367632448,n/a,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc,1.24,586157484.5,n/a,Consumer Services,Movies/Entertainment
RGSE,"Real Goods Solar, Inc.",23.71,13168932.68,n/a,Basic Industries,Engineering & Construction
BLCN,Reality Shares Nasdaq NextGen Economy ETF,3.55,129812273.7,n/a,n/a,n/a
RNWK,"RealNetworks, Inc.",56.8,133364216.8,1997,Technology,EDP Services
RP,"RealPage, Inc.",36.92,4843441762,2010,Technology,Computer Software: Prepackaged Software
RETA,"Reata Pharmaceuticals, Inc.",1.28,0,2016,Health Care,Major Pharmaceuticals
RCON,"Recon Technology, Ltd.",5.3,23398846.72,2009,Energy,Oilfield Services/Equipment
REPH,"Recro Pharma, Inc.",50.5,108690364.8,2014,Health Care,Major Pharmaceuticals
RRGB,"Red Robin Gourmet Burgers, Inc.",34.46,655729673,2002,Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",7.88,4009364796,2016,Consumer Services,Hotels/Resorts
RDVT,"Red Violet, Inc.",22.87,80900910.44,n/a,Technology,Computer Software: Prepackaged Software
RDFN,Redfin Corporation,7,1896708013,2017,Finance,Real Estate
RDHL,Redhill Biopharma Ltd.,308.72,103954053,n/a,Health Care,Major Pharmaceuticals
REGN,"Regeneron Pharmaceuticals, Inc.",56.75,33298902872,1991,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,0.74,1812368738,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLS,Regulus Therapeutics Inc.,21.25,77196468.48,2012,Health Care,Major Pharmaceuticals
REIS,"Reis, Inc",26.87,245855955,n/a,Miscellaneous,Business Services
RBNC,"Reliant Bancorp, Inc.",4.98,308493529.6,n/a,Finance,Major Banks
RELV,"Reliv&#39; International, Inc.",4.8,9188896.8,n/a,Health Care,Major Pharmaceuticals
MARK,"Remark Holdings, Inc.",48.84,157648315.2,n/a,Consumer Services,Telecommunications Equipment
RNST,Renasant Corporation,17.95,2413150407,n/a,Finance,Major Banks
REGI,"Renewable Energy Group, Inc.",2.37,669820925.6,2012,Basic Industries,Major Chemicals
ABAC,"Renmin Tianli Group, Inc.",9.92,23661475.65,n/a,Consumer Non-Durables,Farming/Seeds/Milling
RCII,Rent-A-Center Inc.,44.08,529872097.9,1995,Technology,Diversified Commercial Services
RGEN,Repligen Corporation,46.9,1926027685,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RBCAA,"Republic Bancorp, Inc.",8.65,979637679.3,1998,Finance,Major Banks
FRBK,"Republic First Bancorp, Inc.",0.94,508165684.7,n/a,Finance,Major Banks
REFR,Research Frontiers Incorporated,3.42,23906774.66,n/a,Miscellaneous,Multi-Sector Companies
RSLS,ReShape Lifesciences Inc.,5.03,513513,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RESN,Resonant Inc.,17.5,134050335,2014,Technology,Semiconductors
RECN,"Resources Connection, Inc.",3.05,551520620,2000,Miscellaneous,Business Services
HAIR,"Restoration Robotics, Inc.",9.67,88856531.45,2017,Health Care,Medical/Dental Instruments
TORC,"resTORbio, Inc.",18.39,271207866.1,2018,Health Care,Major Pharmaceuticals
ROIC,Retail Opportunity Investments Corp.,4.86,2072929241,n/a,Consumer Services,Real Estate Investment Trusts
RETO,"ReTo Eco-Solutions, Inc.",27.82,110613600,2017,Capital Goods,Industrial Machinery/Components
RTRX,"Retrophin, Inc.",29.95,1111240967,n/a,Health Care,Major Pharmaceuticals
RVNC,"Revance Therapeutics, Inc.",4.11,1101677685,2014,Health Care,Major Pharmaceuticals
RVEN,"Reven Housing REIT, Inc.",4.12,44262768.3,n/a,Consumer Services,Real Estate Investment Trusts
RVLT,"Revolution Lighting Technologies, Inc.",1.05,92138579.96,n/a,Consumer Durables,Building Products
RWLK,ReWalk Robotics Ltd,6,36365579.25,2014,Health Care,Industrial Specialties
RFIL,"RF Industries, Ltd.",27.73,53845782,n/a,Capital Goods,Electrical Products
RGCO,RGC Resources Inc.,33.56,221196192.6,n/a,Public Utilities,Oil & Gas Production
RYTM,"Rhythm Pharmaceuticals, Inc.",6.16,923912975,2017,Health Care,Major Pharmaceuticals
RBBN,Ribbon Communications Inc. ,1.66,641177232.1,n/a,Technology,EDP Services
RIBT,RiceBran Technologies,0.0935,34509970.74,n/a,Consumer Non-Durables,Packaged Foods
RIBTW,RiceBran Technologies,9.5,0,n/a,Consumer Non-Durables,Packaged Foods
RELL,"Richardson Electronics, Ltd.",3.52,122863623.5,1983,Consumer Non-Durables,Electronic Components
RIGL,"Rigel Pharmaceuticals, Inc.",12.9,575802645.4,2000,Health Care,Major Pharmaceuticals
RNET,"RigNet, Inc.",5.34,249789240.3,2010,Consumer Services,Telecommunications Equipment
RMNI,"Rimini Street, Inc.",7.65,317702990.3,2015,Miscellaneous,Business Services
RIOT,"Riot Blockchain, Inc",14.6,103084759.8,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
REDU,RISE Education Cayman Ltd,3,184690000,2017,Consumer Services,Other Consumer Services
RTTR,"Ritter Pharmaceuticals, Inc.",8.72,15058917,2015,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,4.63,196811960.9,n/a,Finance,Savings Institutions
RLJE,"RLJ Entertainment, Inc.",1.2,70090097.5,n/a,Consumer Services,Movies/Entertainment
RMGN,RMG Networks Holding Corporation,21.49,13387508.4,n/a,Miscellaneous,Business Services
RCKT,"Rocket Pharmaceuticals, Inc.",5.35,848433946.4,2015,Health Care,Major Pharmaceuticals
RMTI,"Rockwell Medical, Inc.",28.3,276961068.4,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",10.89,209612468.3,1993,Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",39.57,64310198.04,n/a,Consumer Non-Durables,Specialty Foods
ROKU,"Roku, Inc.",7.33,4019784017,2017,Consumer Services,Television Services
ROSE,Rosehill Resources Inc.,9.1382,265607681,2016,Energy,Oil & Gas Production
ROSEU,Rosehill Resources Inc.,1,0,2016,Energy,Oil & Gas Production
ROSEW,Rosehill Resources Inc.,85.09,0,2016,Energy,Oil & Gas Production
ROST,"Ross Stores, Inc.",91.03,32217849210,1985,Consumer Services,Clothing/Shoe/Accessory Stores
RGLD,"Royal Gold, Inc.",10.49,5958270065,n/a,Basic Industries,Precious Metals
RPXC,RPX Corporation,4.7,523806694.9,2011,Miscellaneous,Multi-Sector Companies
RTIX,"RTI Surgical, Inc.",7.85,298107656.7,2000,Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",4.72,21516135.65,2007,Technology,Semiconductors
RMBL,"RumbleOn, Inc.",44.81,61471113.52,n/a,Technology,EDP Services
RUSHA,"Rush Enterprises, Inc.",43.36,1753726281,n/a,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",27.4,1696977718,n/a,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",2.39,847739779.2,2005,Consumer Services,Restaurants
RXII,RXi Pharmaceuticals Corporation,0.405,10170802.74,n/a,Health Care,Major Pharmaceuticals
RXIIW,RXi Pharmaceuticals Corporation,117.91,0,n/a,Health Care,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,46.14,11888367366,1997,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",3.4,1614931421,n/a,Finance,Major Banks
SANW,S&W Seed Company,10.02,0,n/a,Consumer Non-Durables,Farming/Seeds/Milling
SCAC,Saban Capital Acquisition Corp.,10.5,313059669.6,2016,Finance,Business Services
SCACU,Saban Capital Acquisition Corp.,1.05,0,2016,Finance,Business Services
SCACW,Saban Capital Acquisition Corp.,20.84,0,2016,Finance,Business Services
SBRA,"Sabra Health Care REIT, Inc.",25.33,3715404591,n/a,Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,1.47,6984507802,2014,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",87.45,21962029.32,n/a,Energy,Oil & Gas Production
SAFT,"Safety Insurance Group, Inc.",150.02,1336838618,2002,Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",82.75,6978309017,2014,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",4.05,2125054341,n/a,Transportation,Trucking Freight/Courier Services
SALM,"Salem Media Group, Inc.",43.1,106015319.1,1999,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",101.53,120100994.6,n/a,Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",43.4,2318580403,1987,Consumer Non-Durables,Meat/Poultry/Fish
SASR,"Sandy Spring Bancorp, Inc.",16.45,1540904284,n/a,Finance,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",30.3,1669586269,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,0.51,2078651932,1993,Technology,Electrical Products
GCVRZ,Sanofi,9.79,0,n/a,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,96.23,487336948.5,1992,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",9.42,6306052557,n/a,Health Care,Major Pharmaceuticals
SVRA,"Savara, Inc.",19.54,288316677.7,n/a,Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",19,126734017,n/a,Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",30.15,0,n/a,Finance,Major Banks
SBBX,SB One Bancorp,157.56,239080635.9,n/a,Finance,Major Banks
SBAC,SBA Communications Corporation,40.65,18148700173,1999,Consumer Services,Real Estate Investment Trusts
SCSC,"ScanSource, Inc.",2.5,1039508385,n/a,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",32.5,9986362.5,n/a,Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",19.3,880956212.5,1993,Consumer Durables,Industrial Specialties
SRRK,Scholar Rock Holding Corporation,44.99,471702344.8,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCHL,Scholastic Corporation,58.6,1562702186,1992,Consumer Services,Books
SGMS,Scientific Games Corp,7.76,5317265200,n/a,Technology,EDP Services
SCPH,scPharmaceuticals Inc.,1.8,143888511.8,2017,Health Care,Major Pharmaceuticals
SCYX,"SCYNEXIS, Inc.",3.13,84318193.8,2014,Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",31.9,111500675.5,1996,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,55.23,1498762964,n/a,Finance,Major Banks
STX,Seagate Technology PLC,0.8605,15854443428,2002,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,0.0879,32904957.23,n/a,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,2.28,0,n/a,Transportation,Marine Transportation
SHLD,Sears Holdings Corporation,0.0689,246951182.2,n/a,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,2.2,0,n/a,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",13.22,49944690.4,n/a,Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,65.59,192170071.1,n/a,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",1.79,10377940233,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",0.71,119272128.5,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,"Second Sight Medical Products, Inc.",10.04,0,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Secoo Holding Limited,11.51,85340000,2017,Consumer Services,Other Specialty Stores
SCWX,SecureWorks Corp.,5.4,940419197.9,2016,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,66.5,89956942.2,n/a,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,13.28,10512606150,1981,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",21.4,186112387.4,n/a,Finance,Major Banks
SIR,Select Income REIT,12.6,1915080736,n/a,Consumer Services,Real Estate Investment Trusts
SELB,"Selecta Biosciences, Inc.",58.8,281607984,2016,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",5.2986,3454353294,n/a,Finance,Property-Casualty Insurers
SLS,"SELLAS Life Sciences Group, Inc. ",3.81,35263004.28,n/a,Health Care,Major Pharmaceuticals
LEDS,SemiLEDS Corporation,50.1,13526604.9,2010,Technology,Semiconductors
SMTC,Semtech Corporation,27.05,3315857528,n/a,Technology,Semiconductors
SENEA,Seneca Foods Corp.,29.9253,263436974.5,n/a,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,1.66,291439204.9,n/a,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",17.56,27452598.6,2016,Basic Industries,Agricultural Chemicals
SNH,Senior Housing Properties Trust,25.03,4172761394,n/a,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,26.05,0,n/a,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,6.55,0,n/a,Consumer Services,Real Estate Investment Trusts
AIHS,Senmiao Technology Limited,1.265,167025000,2018,Finance,Finance: Consumer Services
SNMX,"Senomyx, Inc.",6.49,61104910.41,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch
